StoreName,Locationnumber,State,BUCode,last_30d_recharge,active_days_30d,prev_30d_recharge,last_7d_recharge,days_since_last_recharge,churn_30d
Aor Rajendra Nagar,20925,UP,11109,-381.42,1,0.0,-381.42,0,0
Aor Sangrur,20996,Punjab,115,-84.76,1,0.0,-84.76,0,0
Aor Sarita Vihar  Delhi,878,Delhi,111,-889.98,1,0.0,-889.98,0,0
Aor Store Abohor,20984,Punjab,115,-296.66,1,0.0,-296.66,0,0
Aor Store UNA HP,22149,HP,11202,-84.76,1,0.0,-84.76,0,0
Aor Tezpur,813,Assam,131,-381.42,1,0.0,-381.42,0,0
Aor Thane West,20525,Maharashtra,17327,-339.04,1,0.0,-339.04,0,0
Aor Tinsukia  Assam,810,Assam,131,-339.04,1,0.0,-339.04,0,0
Aor store Kapurthala,21103,Punjab,115,-339.04,1,0.0,-339.04,0,0
Aor suryapet,20884,Telangana,15136,-339.04,1,0.0,-339.04,0,0
Arcade  C-Scheme  Jaipur,222,Rajasthan,176,-381.42,1,0.0,-381.42,0,0
Arhaan Telecom,21557,Maharashtra,17327,0.0,1,0.0,0.0,0,1
Arumbakkam Chennai,590,Tamil Nadu,155,-339.04,1,0.0,-339.04,0,0
Asansol 2 AOR,20964,West Bengal,135,-381.42,1,0.0,-381.42,0,0
Ashok Nagar Chennai,163,Tamil Nadu,155,-678.08,1,0.0,-678.08,0,0
Ashwini Complex Raichur Karnataka,118,Karnataka,153,-2034.2400000000002,1,0.0,-2034.2400000000002,0,0
Attapur  Hyderabad,310,Telangana,15136,-1186.64,1,0.0,-1186.64,0,0
Aurangabad  MH,197,Maharashtra,17327,-211.9,1,0.0,-211.9,0,0
Avadi  Chennai,500,Tamil Nadu,155,-4068.1000000000004,1,0.0,-4068.1000000000004,0,0
Avinashi  Coimbatore  TN,142,Tamil Nadu,155,-1440.92,1,0.0,-1440.92,0,0
Ayanvaram  Chennai,328,Tamil Nadu,155,-381.42,1,0.0,-381.42,0,0
Ayyappa Nagar  Bangalore,887,Karnataka,153,-381.42,1,0.0,-381.42,0,0
B20 Ghumar Mandi  Ludhiana,756,Punjab,115,-381.42,1,0.0,-381.42,0,0
BAHRAICH OR,20691,UP,11109,-296.66,1,0.0,-296.66,0,0
BAPU BAZAR UDAIPUR,20719,Rajasthan,176,-678.08,1,0.0,-678.08,0,0
BELGAUM OR3,20574,Karnataka,153,-3134.92,1,0.0,-3134.92,0,0
BSK 3rd Stage OR,20577,Karnataka,153,-423.8,1,0.0,-423.8,0,0
BT Road  Kolkata,573,West Bengal,135,-169.52,1,0.0,-169.52,0,0
Badlapur Store,20999,Maharashtra,17327,-423.8,1,0.0,-423.8,0,0
Bagalur OR,20924,Karnataka,153,-466.18,1,0.0,-466.18,0,0
Bagalur Road NGS,22877,Tamil Nadu,155,-211.9,1,0.0,-211.9,0,0
Baguihati Jangra Mini,21201,West Bengal,135,-42.38,1,0.0,-42.38,0,0
Bahuplaza JK,20505,JK,114,-211.9,1,0.0,-211.9,0,0
Bakshi Nagar  Jammu,620,JK,114,-508.56000000000006,1,0.0,-508.56000000000006,0,0
Balaji Complex  Rajkot,578,Gujrat,171,-381.42,1,0.0,-381.42,0,0
Bally Mini,21404,West Bengal,135,0.0,1,0.0,0.0,0,1
Banaswadi NGS,22825,Karnataka,153,-550.94,1,0.0,-550.94,0,0
Bandra W Mumbai,607,Maharashtra,17327,-254.28000000000003,1,0.0,-254.28000000000003,0,0
Baner Store  Pune,683,Maharashtra,17327,-550.94,1,0.0,-550.94,0,0
Banjarahills OR,20600,Telangana,15136,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Bank More  Dhanbad,110,Jharkhand,13220,-339.04,1,0.0,-339.04,0,0
Bannerghatta  Bangalore  KA,315,Karnataka,153,-508.56000000000006,1,0.0,-508.56000000000006,0,0
Bapunagar AOR,20526,Gujrat,171,-847.6,1,0.0,-847.6,0,0
Baramati OR,21018,Maharashtra,17327,-84.76,1,0.0,-84.76,0,0
Barasat  Kolkata  WB,207,West Bengal,135,-169.52,1,0.0,-169.52,0,0
Bareilly  UP,258,UP,11109,-1101.88,1,0.0,-1101.88,0,0
Basaveshwara Nagara OR,20588,Karnataka,153,-1017.1200000000001,1,0.0,-1017.1200000000001,0,0
Basheerbagh OR,20755,Telangana,15136,-296.66,1,0.0,-296.66,0,0
Beachstation NGS,20527,Tamil Nadu,155,-339.04,1,0.0,-339.04,0,0
BeckBagan Mini,21460,West Bengal,135,-169.52,1,0.0,-169.52,0,0
Beedbypass OR,21214,Maharashtra,17327,0.0,1,0.0,0.0,0,1
Begumpet Hyderabad Telangana,59,Telangana,15136,-550.94,1,0.0,-550.94,0,0
Begumpul  Meerut  UP,101,UP,11109,-381.42,1,0.0,-381.42,0,0
Begur Main Road,21566,Karnataka,153,-381.42,1,0.0,-381.42,0,0
Begusarai NGS,22384,Bihar,132,-296.66,1,0.0,-296.66,0,0
Beigh Enterprises JK,21490,JK,114,0.0,1,0.0,0.0,0,1
Belapur  Mumbai,321,Maharashtra,17327,-508.56000000000006,1,0.0,-508.56000000000006,0,0
Belgaum-II  Tilakwadi  KA,169,Karnataka,153,-805.22,1,0.0,-805.22,0,0
Bellary  Karnataka,119,Karnataka,153,-1059.5,1,0.0,-1059.5,0,0
Beltala  Guwahati,336,Assam,131,-508.56000000000006,1,0.0,-508.56000000000006,0,0
Berhampur AOR,20998,West Bengal,135,-84.76,1,0.0,-84.76,0,0
Bhagalpur  Bihar,260,Bihar,132,-1356.16,1,0.0,-1356.16,0,0
Bhagwati communication,21430,JK,114,-84.76,1,0.0,-84.76,0,0
Bhandup Store OR,20642,Maharashtra,17327,-339.04,1,0.0,-339.04,0,0
Bharathiar Road,593,Tamil Nadu,155,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Bharti Airtel Ltd Chevayoor Mini Store,21483,Kerala,154,-254.28000000000003,1,0.0,-254.28000000000003,0,0
Bharti Airtel Ltd Olavakkode Mini Store,21939,Kerala,154,-84.76,1,0.0,-84.76,0,0
Bharti House  Ahmedabad,124,Gujrat,171,-2627.1800000000003,1,0.0,-2627.1800000000003,0,0
Bharti Vidyapeeth Store,22777,Maharashtra,17327,-254.28000000000003,1,0.0,-254.28000000000003,0,0
Bhatinda Mall Punjab,488,Punjab,115,-1144.26,1,0.0,-1144.26,0,0
Bhavani Puram AOR,20617,AndraPRadesh,151,-381.42,1,0.0,-381.42,0,0
Bhavnagar AOR,20531,Gujrat,171,-508.56000000000006,1,0.0,-508.56000000000006,0,0
Bhayander East MUM,20673,Maharashtra,17327,-254.28000000000003,1,0.0,-254.28000000000003,0,0
Bhayander West,20626,Maharashtra,17327,-296.66,1,0.0,-296.66,0,0
Bhilwara AOR  Rajasthan,660,Rajasthan,176,-296.66,1,0.0,-296.66,0,0
Bhiwadi OR,20718,Rajasthan,176,-84.76,1,0.0,-84.76,0,0
Bhiwandi OR,20659,Maharashtra,17327,-593.32,1,0.0,-593.32,0,0
Bhosari OR,21211,Maharashtra,17327,-42.38,1,0.0,-42.38,0,0
Bidar  Karnataka,171,Karnataka,153,-1864.72,1,0.0,-1864.72,0,0
Bijapur  Karnataka,155,Karnataka,153,-932.36,1,0.0,-932.36,0,0
Bikaner Rajasthan,538,Rajasthan,176,-296.66,1,0.0,-296.66,0,0
Billimora OR,20679,Gujrat,171,-84.76,1,0.0,-84.76,0,0
Birati Mini,21418,West Bengal,135,-42.38,1,0.0,-42.38,0,0
Bistupur  Jamshedpur  Jharkhand,138,Jharkhand,13220,-932.36,1,0.0,-932.36,0,0
Boduppal Mini,21374,Telangana,15136,-254.28000000000003,1,0.0,-254.28000000000003,0,0
Bokaro Mall,345,Jharkhand,13220,-508.56000000000006,1,0.0,-508.56000000000006,0,0
Bomanahalli OR,20576,Karnataka,153,-339.04,1,0.0,-339.04,0,0
Bondel Road Mini,21457,West Bengal,135,0.0,1,0.0,0.0,0,1
Bongaigaon AOR,22836,Assam,131,-169.52,1,0.0,-169.52,0,0
Boring Road  Patna,61,Bihar,132,-847.6,1,0.0,-847.6,0,0
Borivali East,20860,Maharashtra,17327,-84.76,1,0.0,-84.76,0,0
Borivali MUM,20548,Maharashtra,17327,-593.32,1,0.0,-593.32,0,0
Borkheda Road Kota,21309,Rajasthan,176,-42.38,1,0.0,-42.38,0,0
Botanical Garden  Hyderabad,733,Telangana,15136,-508.56000000000006,1,0.0,-508.56000000000006,0,0
BowenPally  Hyderabad,209,Telangana,15136,-381.42,1,0.0,-381.42,0,0
Bowenpally 2 AOR,20714,Telangana,15136,-84.76,1,0.0,-84.76,0,0
Brain Booster MUM,21559,Maharashtra,17327,-211.9,1,0.0,-211.9,0,0
Broadway NGS,11598,Tamil Nadu,155,-423.8,1,0.0,-423.8,0,0
Brookefield  Bangalore,385,Karnataka,153,-2966.2200000000003,1,0.0,-2966.2200000000003,0,0
BudgBudge Mini,21455,West Bengal,135,-84.76,1,0.0,-84.76,0,0
Bunts Hostel  Mangalore-3  KA,288,Karnataka,153,-2584.8,1,0.0,-2584.8,0,0
Burdwan AOR,20541,West Bengal,135,-296.66,1,0.0,-296.66,0,0
CBE 100ft  Coimbatore,719,Tamil Nadu,155,-508.56000000000006,1,0.0,-508.56000000000006,0,0
CG Road  Ahmedabad,24,Gujrat,171,-84.76,1,0.0,-84.76,0,0
CHANDRA LAYOUT OR,20579,Karnataka,153,-720.46,1,0.0,-720.46,0,0
CHEMBUR EAST,20913,Maharashtra,17327,-678.08,1,0.0,-678.08,0,0
CHITRADURGA  NGS,22771,Karnataka,153,-254.28000000000003,1,0.0,-254.28000000000003,0,0
CIT Road AOR,20936,West Bengal,135,-762.84,1,0.0,-762.84,0,0
CLEMENT TOWN DEHARDUN,22829,Uttarakhand,11705,-339.04,1,0.0,-339.04,0,0
COCA COLA KNP,20846,UP,11109,-254.28000000000003,1,0.0,-254.28000000000003,0,0
COCO 60 Feet OR UE,21134,UP,11109,-42.38,1,0.0,-42.38,0,0
COCO ARJUNGANJ,21257,UP,11109,-254.28000000000003,1,0.0,-254.28000000000003,0,0
COCO ARYA NAGAR,20770,UP,11109,-84.76,1,0.0,-84.76,0,0
COCO AZAD NAGAR,21371,UP,11109,-42.38,1,0.0,-42.38,0,0
COCO Agra Fatehabad,940,UP,11109,-211.9,1,0.0,-211.9,0,0
COCO BBD,21217,UP,11109,-127.14000000000001,1,0.0,-127.14000000000001,0,0
COCO Bhelupur  Varanasi,700,UP,11109,-635.7,1,0.0,-635.7,0,0
COCO Bulandshahr,20907,UP,11109,-1059.5,1,0.0,-1059.5,0,0
COCO Chowk  Lucknow,762,UP,11109,-1186.64,1,0.0,-1186.64,0,0
COCO Dehradun  Uttarakhand,911,Uttarakhand,11705,-381.42,1,0.0,-381.42,0,0
COCO Farrukhabad,22863,UP,11109,-127.14000000000001,1,0.0,-127.14000000000001,0,0
COCO Gandhi Gram,21372,UP,11109,-84.76,1,0.0,-84.76,0,0
COCO Inderpasth Tower  Indore,930,Madhya Pradesh,172,-593.32,1,0.0,-593.32,0,0
COCO KATHAUTA,21373,UP,11109,-84.76,1,0.0,-84.76,0,0
COCO Kalyani Devi,21327,UP,11109,-127.14000000000001,1,0.0,-127.14000000000001,0,0
COCO Kalyanpur,22859,UP,11109,-169.52,1,0.0,-169.52,0,0
COCO Katra,21328,UP,11109,-84.76,1,0.0,-84.76,0,0
COCO MIRZAPUR,20769,UP,11109,-254.28000000000003,1,0.0,-254.28000000000003,0,0
COCO Mathura,858,UP,11109,-381.42,1,0.0,-381.42,0,0
COCO Medical Road,21346,UP,11109,-211.9,1,0.0,-211.9,0,0
COCO Meerut,910,UP,11109,-720.46,1,0.0,-720.46,0,0
COCO Munshipulia,20803,UP,11109,-466.18,1,0.0,-466.18,0,0
COCO NAKA,21259,UP,11109,-211.9,1,0.0,-211.9,0,0
COCO ORDALY BAZAR,20892,UP,11109,-169.52,1,0.0,-169.52,0,0
COCO RAJAJIPURAM,20629,UP,11109,-466.18,1,0.0,-466.18,0,0
COCO RATHYATRA VNS,21014,UP,11109,-127.14000000000001,1,0.0,-127.14000000000001,0,0
COCO Roorkee,20630,Uttarakhand,11705,-339.04,1,0.0,-339.04,0,0
COCO SADAR CANTT LKO,21004,UP,11109,-296.66,1,0.0,-296.66,0,0
COCO SGPGI,21118,UP,11109,-381.42,1,0.0,-381.42,0,0
COCO SULEMSARAI,21370,UP,11109,-169.52,1,0.0,-169.52,0,0
COCO UNNAO,20954,UP,11109,-254.28000000000003,1,0.0,-254.28000000000003,0,0
COCO VIKAS NAGAR,21260,UP,11109,-169.52,1,0.0,-169.52,0,0
COCO-Pallav Puram,20594,UP,11109,-211.9,1,0.0,-211.9,0,0
CP  Delhi,95,Delhi,111,-974.74,1,0.0,-974.74,0,0
CP Ramaswami Road  Alwarpet  Chennai,383,Tamil Nadu,155,-5339.120000000001,1,0.0,-5339.120000000001,0,0
CR Park  Delhi,399,Delhi,111,-339.04,1,0.0,-339.04,0,0
CST Station NGS,22907,Maharashtra,17327,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Camac street Mini,21458,West Bengal,135,-84.76,1,0.0,-84.76,0,0
Central Market Punjabi Bagh  Delhi,437,Delhi,111,-635.7,1,0.0,-635.7,0,0
Chaitanyapuri  Hyderabad,435,Telangana,15136,-1144.26,1,0.0,-1144.26,0,0
Chakrata Road  Dehradun,332,Uttarakhand,11705,-932.36,1,0.0,-932.36,0,0
Chakripuram OR,20780,Telangana,15136,-805.22,1,0.0,-805.22,0,0
Chalakudy NGS Airtel Store,21253,Kerala,154,-42.38,1,0.0,-42.38,0,0
Chamrajpet NGS,22800,Karnataka,153,-423.8,1,0.0,-423.8,0,0
Chandan Nagar AOR,21419,West Bengal,135,0.0,1,0.0,0.0,0,1
Chandanagar  Telangana,144,Telangana,15136,-1017.1200000000001,1,0.0,-1017.1200000000001,0,0
Chander Nagar,21033,UP,11109,-169.52,1,0.0,-169.52,0,0
Chandivali Powai,22845,Maharashtra,17327,-169.52,1,0.0,-169.52,0,0
Chandkheda AOR Ahmedabad,687,Gujrat,171,-805.22,1,0.0,-805.22,0,0
Chandrapur Store,20938,Maharashtra,17327,0.0,1,0.0,0.0,0,1
Channapatna OR,20693,Karnataka,153,-466.18,1,0.0,-466.18,0,0
Chathram Bus Stand  Trichy  TN,217,Tamil Nadu,155,-3050.9800000000005,1,0.0,-3050.9800000000005,0,0
Chattarpur,20982,Delhi,111,-1017.1200000000001,1,0.0,-1017.1200000000001,0,0
Chaukhandi  Baroda,423,Gujrat,171,-381.42,1,0.0,-381.42,0,0
Chembur  Mumbai,306,Maharashtra,17327,-466.18,1,0.0,-466.18,0,0
Chembur stn MUM,20669,Maharashtra,17327,-720.46,1,0.0,-720.46,0,0
Chengalpattu NGS,22781,Tamil Nadu,155,-254.28000000000003,1,0.0,-254.28000000000003,0,0
Cherthala NGS,20650,Kerala,154,-296.66,1,0.0,-296.66,0,0
Chidambaram AOR,20951,Tamil Nadu,155,-84.76,1,0.0,-84.76,0,0
Chikali OR,21209,Maharashtra,17327,-84.76,1,0.0,-84.76,0,0
Chikkamagalur Store,21898,Karnataka,153,-296.66,1,0.0,-296.66,0,0
Chinar Park   Kolkata,412,West Bengal,135,-423.8,1,0.0,-423.8,0,0
Chinna Mathur Mini AOR,21047,Tamil Nadu,155,-296.66,1,0.0,-296.66,0,0
Chinsurah Mini,21320,West Bengal,135,-42.38,1,0.0,-42.38,0,0
Chintal  Hyderbad,180,Telangana,15136,-635.7,1,0.0,-635.7,0,0
Chittoor Aor,20857,AndraPRadesh,151,-254.28000000000003,1,0.0,-254.28000000000003,0,0
Chopasani  Jodhpur,292,Rajasthan,176,-720.46,1,0.0,-720.46,0,0
Chowk  Allahabad,266,UP,11109,-169.52,1,0.0,-169.52,0,0
Chrompet AOR Tamilnadu,822,Tamil Nadu,155,-593.32,1,0.0,-593.32,0,0
City Center  Gwalior,333,Madhya Pradesh,172,-466.18,1,0.0,-466.18,0,0
City Center  Kolkata,14,West Bengal,135,-211.9,1,0.0,-211.9,0,0
City Center Agartala,678,Tripura,13316,-508.56000000000006,1,0.0,-508.56000000000006,0,0
City Plaza  Durgapur  West Bengal,84,West Bengal,135,-508.56000000000006,1,0.0,-508.56000000000006,0,0
Civil Lines  Allahabad,173,UP,11109,-423.8,1,0.0,-423.8,0,0
Coco Engineering College Chauraha,20688,UP,11109,-593.32,1,0.0,-593.32,0,0
College Road  Nasik,249,Maharashtra,17327,-2372.0800000000004,1,0.0,-2372.0800000000004,0,0
Colony Bazar,21391,Assam,131,-42.38,1,0.0,-42.38,0,0
Crossing Republic  Ghaziabad,297,UP,11109,-339.04,1,0.0,-339.04,0,0
Cuddalore NGS,22764,Tamil Nadu,155,-169.52,1,0.0,-169.52,0,0
Cuttack  Odisha,742,Odisha,134,-1271.4,1,0.0,-1271.4,0,0
Cuttack CDA 6,20992,Odisha,134,-381.42,1,0.0,-381.42,0,0
DANKUNI -MINI AOR,21929,West Bengal,135,-127.14000000000001,1,0.0,-127.14000000000001,0,0
DB Road  Coimbatore  TN,64,Tamil Nadu,155,-550.94,1,0.0,-550.94,0,0
DEVICHOWK OR,20764,AndraPRadesh,151,-423.8,1,0.0,-423.8,0,0
DLF Galleria  Gurgaon,235,Haryana,24106,-2669.5600000000004,1,0.0,-2669.5600000000004,0,0
DLF NGS,21941,Tamil Nadu,155,-211.9,1,0.0,-211.9,0,0
DR Urs Road  Mysore2  KA,247,Karnataka,153,-254.28000000000003,1,0.0,-254.28000000000003,0,0
Dadar Kabutar khana,22791,Maharashtra,17327,-169.52,1,0.0,-169.52,0,0
Dahisar East MUM,20647,Maharashtra,17327,-593.32,1,0.0,-593.32,0,0
Dahisar West,20708,Maharashtra,17327,-169.52,1,0.0,-169.52,0,0
Darbhanga Lalbag AOR,20754,Bihar,132,-339.04,1,0.0,-339.04,0,0
Darya Ganj  Delhi,172,Delhi,111,-1271.4,1,0.0,-1271.4,0,0
Dasarahalli NGS,22910,Karnataka,153,-381.42,1,0.0,-381.42,0,0
Delhi Cantt,20977,Delhi,111,-339.04,1,0.0,-339.04,0,0
Devanahalli,21422,Karnataka,153,0.0,1,0.0,0.0,0,1
Devangere  Bangalore  KA,205,Karnataka,153,-466.18,1,0.0,-466.18,0,0
Dhaba Garden  Seemandhra,129,AndraPRadesh,151,-889.98,1,0.0,-889.98,0,0
Dhanori Ngs,22827,Maharashtra,17327,-296.66,1,0.0,-296.66,0,0
Dharapuram Road Mini,21215,Tamil Nadu,155,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Dharwad Digital Store,828,Karnataka,153,-1229.02,1,0.0,-1229.02,0,0
Dhayri AOR,21140,Maharashtra,17327,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Dhule OR,20658,Maharashtra,17327,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Diary  Baroda,424,Gujrat,171,-423.8,1,0.0,-423.8,0,0
Dilsukhnagar  Telangana,65,Telangana,15136,-678.08,1,0.0,-678.08,0,0
Dimapur AOR,22756,Nagaland,13313,-296.66,1,0.0,-296.66,0,0
Dindigul AOR,20529,Tamil Nadu,155,-762.84,1,0.0,-762.84,0,0
Dinnur Main Road Mini OR,21222,Karnataka,153,-169.52,1,0.0,-169.52,0,0
District Center BBSR,21090,Odisha,134,-254.28000000000003,1,0.0,-254.28000000000003,0,0
Divyashree Towers  Bangalore,10,Karnataka,153,-720.46,1,0.0,-720.46,0,0
Dobsonroad AOR,20877,West Bengal,135,-169.52,1,0.0,-169.52,0,0
Doddakannelli,21425,Karnataka,153,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Doddanagamangala E City,21473,Karnataka,153,-84.76,1,0.0,-84.76,0,0
Dombivali 90ft,22833,Maharashtra,17327,0.0,1,0.0,0.0,0,1
Dombivali East  Mumbai,550,Maharashtra,17327,-2754.32,1,0.0,-2754.32,0,0
Dombivali OR MUM,20671,Maharashtra,17327,-678.08,1,0.0,-678.08,0,0
Dombivali Palawa,22848,Maharashtra,17327,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Domlur DLC,21206,Karnataka,153,-84.76,1,0.0,-84.76,0,0
DommasandraOR,20591,Karnataka,153,-339.04,1,0.0,-339.04,0,0
Downtown mall AOR,20747,West Bengal,135,-2372.9000000000005,1,0.0,-2372.9000000000005,0,0
Dr Rajkumar Road OR,20586,Karnataka,153,-381.42,1,0.0,-381.42,0,0
Drive In Road  Ahmedabad,576,Gujrat,171,-254.28000000000003,1,0.0,-254.28000000000003,0,0
Dumdum Road  Kolkata,188,West Bengal,135,-550.94,1,0.0,-550.94,0,0
Durga Telecom HP,21499,HP,11202,0.0,1,0.0,0.0,0,1
Dwarka Sec-11  Delhi,277,Delhi,111,-2669.56,1,0.0,-2669.56,0,0
Dwarka Sec-4  Delhi,299,Delhi,111,-3135.7400000000002,1,0.0,-3135.7400000000002,0,0
Dwarkanagar Vizag,394,AndraPRadesh,151,-678.08,1,0.0,-678.08,0,0
EDAYARPALAYAM MINI,21252,Tamil Nadu,155,-84.76,1,0.0,-84.76,0,0
EXPRESS ROAD KANPUR,20612,UP,11109,-339.04,1,0.0,-339.04,0,0
East of Kailash  Delhi,276,Delhi,111,-762.84,1,0.0,-762.84,0,0
Ecil Next Gen Store  Hyderabad,865,Telangana,15136,-593.32,1,0.0,-593.32,0,0
Egmore  Chennai,322,Tamil Nadu,155,-550.94,1,0.0,-550.94,0,0
Ellaipillaichavadi Mini,21551,Tamil Nadu,155,-84.76,1,0.0,-84.76,0,0
Elphinstone Digital Store Mumbai,855,Maharashtra,17327,-339.04,1,0.0,-339.04,0,0
Eluru Road  Vijaywada,311,AndraPRadesh,151,-762.84,1,0.0,-762.84,0,0
Erode AOR  Tamil Nadu,749,Tamil Nadu,155,-1907.1000000000001,1,0.0,-1907.1000000000001,0,0
Erode NGS,22772,Tamil Nadu,155,-84.76,1,0.0,-84.76,0,0
Etawah OR,20598,UP,11109,-466.18,1,0.0,-466.18,0,0
Fairland  Salem  TN,295,Tamil Nadu,155,-1229.02,1,0.0,-1229.02,0,0
Faridabad  Haryana,32,Haryana,11106,-2500.0400000000004,1,0.0,-2500.0400000000004,0,0
Fatehgunj  Baroda,268,Gujrat,171,-42.38,1,0.0,-42.38,0,0
Fort  Mumbai,26,Maharashtra,17327,-635.7,1,0.0,-635.7,0,0
Frazer TownOR,20592,Karnataka,153,-593.32,1,0.0,-593.32,0,0
Friends communication JK,21525,JK,114,-84.76,1,0.0,-84.76,0,0
GARIA AOR,20549,West Bengal,135,-127.14000000000001,1,0.0,-127.14000000000001,0,0
GHANSOLIAOR,22790,Maharashtra,17327,-84.76,1,0.0,-84.76,0,0
GITA VATIKA GKP,20628,UP,11109,-381.42,1,0.0,-381.42,0,0
GOREGAONWESTNGS2,21895,Maharashtra,17327,-42.38,1,0.0,-42.38,0,0
GOVERNORPET OR,20762,AndraPRadesh,151,-381.42,1,0.0,-381.42,0,0
GS Road  Shillong,57,Meghalaya,133,-84.76,1,0.0,-84.76,0,0
GUBBALALA OR STORE,20874,Karnataka,153,-550.94,1,0.0,-550.94,0,0
Gachi Bawli Hyderabad Telangana,79,Telangana,15136,-805.22,1,0.0,-805.22,0,0
Gajuwaka  Seemandhra,273,AndraPRadesh,151,-805.22,1,0.0,-805.22,0,0
Ganapathy  Coimbatore  TN,220,Tamil Nadu,155,-466.18,1,0.0,-466.18,0,0
Gandhi Maidan  Patna,496,Bihar,132,-1652.8200000000002,1,0.0,-1652.8200000000002,0,0
Gandhi Nagar  Bangalore,102,Karnataka,153,-1059.5,1,0.0,-1059.5,0,0
Gandhi Nagar  Ghaziabad,242,UP,11109,-339.04,1,0.0,-339.04,0,0
Gandhi Nagar  Moradabad  UP,203,UP,11109,-1017.1200000000001,1,0.0,-1017.1200000000001,0,0
Gandhidham Gujarat,614,Gujrat,171,-508.56000000000006,1,0.0,-508.56000000000006,0,0
Gangashahar mini,21407,Rajasthan,176,-42.38,1,0.0,-42.38,0,0
Gayathri Complex Mysore DLC,20694,Karnataka,153,-4998.4400000000005,1,0.0,-4998.4400000000005,0,0
Geeta Colony  Delhi,373,Delhi,111,-1271.4,1,0.0,-1271.4,0,0
Geeta Nagar Store,21072,Maharashtra,17327,-169.52,1,0.0,-169.52,0,0
Ghatkoper East AOR,694,Maharashtra,17327,-550.94,1,0.0,-550.94,0,0
Ghatkoperwestngs,21476,Maharashtra,17327,-678.08,1,0.0,-678.08,0,0
Ghatlodia  Ahmedabad,433,Gujrat,171,-466.18,1,0.0,-466.18,0,0
Gill Road Ludhiana,667,Punjab,115,-381.42,1,0.0,-381.42,0,0
Girgaon Relocation,22843,Maharashtra,17327,-296.66,1,0.0,-296.66,0,0
Giriraj Complex  Indore,158,Madhya Pradesh,172,-805.22,1,0.0,-805.22,0,0
Girish Park OR,20532,West Bengal,135,-381.42,1,0.0,-381.42,0,0
Godadara S,21301,Gujrat,171,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Golf Course  Gurgaon,364,Haryana,11106,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Golpark OR WB,20597,West Bengal,135,-42.38,1,0.0,-42.38,0,0
Gomti Nagar  Lucknow,177,UP,11109,-889.98,1,0.0,-889.98,0,0
Good Earth  Gurgaon,246,Haryana,11106,-381.42,1,0.0,-381.42,0,0
Gopikar Road  Hubli1  KA,232,Karnataka,153,-635.7,1,0.0,-635.7,0,0
Goregaon West  Mumbai,44,Maharashtra,17327,-762.84,1,0.0,-762.84,0,0
Gorwa,21299,Gujrat,171,-84.76,1,0.0,-84.76,0,0
Gota AOR,20654,Gujrat,171,-296.66,1,0.0,-296.66,0,0
Govind Nagar  Kanpur,251,UP,11109,-550.94,1,0.0,-550.94,0,0
Gowrivakkam  Chennai,534,Tamil Nadu,155,-466.18,1,0.0,-466.18,0,0
Green Park  Delhi,339,Delhi,111,-805.22,1,0.0,-805.22,0,0
Gulbarga Store  Karnataka,88,Karnataka,153,-1398.5400000000002,1,0.0,-1398.5400000000002,0,0
Gummidipoondi NGS,22810,Tamil Nadu,155,-84.76,1,0.0,-84.76,0,0
Guntur  Seemandhra,350,AndraPRadesh,151,-550.94,1,0.0,-550.94,0,0
Guntur naaz,21395,AndraPRadesh,151,-169.52,1,0.0,-169.52,0,0
Gurgaon Sector 14,415,Haryana,11106,-805.22,1,0.0,-805.22,0,0
HAFEEZPET NGS OR,22795,Telangana,15136,-211.9,1,0.0,-211.9,0,0
HARALUR NGS,22874,Karnataka,153,-169.52,1,0.0,-169.52,0,0
HIRABAUGH NGS,20515,Gujrat,171,-550.94,1,0.0,-550.94,0,0
HMT Srinagar,22915,JK,114,-42.38,1,0.0,-42.38,0,0
HSR Layout AOR Bangalore,684,Karnataka,153,-466.18,1,0.0,-466.18,0,0
HSR NGS  Bangalore,925,Karnataka,153,-678.08,1,0.0,-678.08,0,0
HSR3 OR,20572,Karnataka,153,-169.52,1,0.0,-169.52,0,0
HUBLI OR 3,20928,Karnataka,153,-508.56000000000006,1,0.0,-508.56000000000006,0,0
HUDA Market  Sector-31  Gurgaon,514,Haryana,11106,-550.94,1,0.0,-550.94,0,0
HYDERNAGAR AOR,20786,Telangana,15136,-2500.0400000000004,1,0.0,-2500.0400000000004,0,0
Habsiguda Hyderabad Telangana,145,Telangana,15136,-550.94,1,0.0,-550.94,0,0
Haibowal Ludhiana MINI OR,21270,Punjab,115,-169.52,1,0.0,-169.52,0,0
Haldwani AOR,20934,Uttarakhand,11705,-720.46,1,0.0,-720.46,0,0
Hanamakonda NGS2,21364,Telangana,15136,-84.76,1,0.0,-84.76,0,0
Hanamkonda AOR,20713,Telangana,15136,-127.14000000000001,1,0.0,-127.14000000000001,0,0
