StoreName,Locationnumber,State,BUCode,last_30d_recharge,active_days_30d,prev_30d_recharge,last_7d_recharge,days_since_last_recharge,churn_30d
POONAMALLEE NGS,20850,Tamil Nadu,155,-720.46,1,0.0,-720.46,0,0
PUDUKKOTTAI NGS,20853,Tamil Nadu,155,-169.52,1,0.0,-169.52,0,0
PURI OR,21275,Odisha,134,-593.32,1,0.0,-593.32,0,0
Padi Mini,21548,Tamil Nadu,155,-339.04,1,0.0,-339.04,0,0
Padivattom AOR,20796,Kerala,154,-2500.0400000000004,1,0.0,-2500.0400000000004,0,0
Padma Rao Nagar AOR,20752,Telangana,15136,-423.8,1,0.0,-423.8,0,0
Pai Layout,21375,Karnataka,153,-42.38,1,0.0,-42.38,0,0
Palakkad NGS,20831,Kerala,154,-211.9,1,0.0,-211.9,0,0
Palam Vihar OR,20544,Haryana,11106,-508.56000000000006,1,0.0,-508.56000000000006,0,0
Paldi AOR,20518,Gujrat,171,-2669.5600000000004,1,0.0,-2669.5600000000004,0,0
Palladam NGS,20825,Tamil Nadu,155,-169.52,1,0.0,-169.52,0,0
Pammal Chennai,474,Tamil Nadu,155,-5466.26,1,0.0,-5466.26,0,0
Panchkula  Sector 11  Haryana,28,Haryana,11106,-550.94,1,0.0,-550.94,0,0
Panipat  Haryana,261,Haryana,11106,-1356.16,1,0.0,-1356.16,0,0
Pankha road,20767,Delhi,111,-974.74,1,0.0,-974.74,0,0
Pannadhay circle,21482,Rajasthan,176,-42.38,1,0.0,-42.38,0,0
Panvel   Mumbai,445,Maharashtra,17327,-508.56000000000006,1,0.0,-508.56000000000006,0,0
Panvel AOR,22844,Maharashtra,17327,-423.8,1,0.0,-423.8,0,0
Paradise Mall Telangana,5,Telangana,15136,-805.22,1,0.0,-805.22,0,0
Paschim Vihar  Delhi,360,Delhi,111,-550.94,1,0.0,-550.94,0,0
Pashan Store,21593,Maharashtra,17327,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Pasumalai Mini,21101,Tamil Nadu,155,-339.04,1,0.0,-339.04,0,0
Patamata AOR,20722,AndraPRadesh,151,-889.98,1,0.0,-889.98,0,0
Patel Nagar  Delhi,296,Delhi,111,-550.94,1,0.0,-550.94,0,0
Patlipura Colony  Patna,342,Bihar,132,-508.56000000000006,1,0.0,-508.56000000000006,0,0
Pattom  Trivandrum  Kerala,285,Kerala,154,-423.8,1,0.0,-423.8,0,0
Paud Road  Kothrud  Pune,248,Maharashtra,17327,-296.66,1,0.0,-296.66,0,0
Peddawaltair NGS,11611,AndraPRadesh,24137,-2372.0800000000004,1,0.0,-2372.0800000000004,0,0
Peeragrahi  Delhi,194,Delhi,111,-720.46,1,0.0,-720.46,0,0
Perambur  Chennai  TN,219,Tamil Nadu,155,-1271.4,1,0.0,-1271.4,0,0
Perumbavoor ngs,22751,Kerala,154,-211.9,1,0.0,-211.9,0,0
Perungudi NGS,22792,Tamil Nadu,155,-678.08,1,0.0,-678.08,0,0
Pimple Saudagar  Pune,586,Maharashtra,17327,-254.28000000000003,1,0.0,-254.28000000000003,0,0
Pimpri  Pune,668,Maharashtra,17327,-296.66,1,0.0,-296.66,0,0
PoddarArcade OR,20681,Gujrat,171,-254.28000000000003,1,0.0,-254.28000000000003,0,0
Pondy AOR  Pondicherry,780,Pondicherry,15534,-932.36,1,0.0,-932.36,0,0
Pondy NGS,916,Pondicherry,15534,-635.7,1,0.0,-635.7,0,0
Porbandar AOR,20556,Gujrat,171,-211.90000000000023,1,0.0,-211.90000000000023,0,0
Porur  Chennai,330,Tamil Nadu,155,-10296.820000000002,1,0.0,-10296.820000000002,0,0
Powai  Mumbai,237,Maharashtra,17327,-339.04,1,0.0,-339.04,0,0
Prabhadevi  Mumbai,9,Maharashtra,17327,-296.66,1,0.0,-296.66,0,0
Pradhan Tower  Ranchi,108,Jharkhand,13220,-3390.02,1,0.0,-3390.02,0,0
Pragathi Nagar Mini Aor,21183,Telangana,15136,-254.28000000000003,1,0.0,-254.28000000000003,0,0
Prahladnagar  Ahmedabad,403,Gujrat,171,-550.94,1,0.0,-550.94,0,0
Pratap Nagar  Jaipur,634,Rajasthan,176,-805.22,1,0.0,-805.22,0,0
Punjagutta  Hyderabad,337,Telangana,15136,-381.42,1,0.0,-381.42,0,0
Pushkardham Road,21107,Gujrat,171,-84.76,1,0.0,-84.76,0,0
Qutub Plaza,20704,Haryana,11106,-127.14000000000001,1,0.0,-127.14000000000001,0,0
RAJAJI NAGAR OR 1st block,20580,Karnataka,153,-423.8,1,0.0,-423.8,0,0
RAJAJINAGAR6thBlock OR,20567,Karnataka,153,-550.94,1,0.0,-550.94,0,0
RAMNAGAR OR,20560,Karnataka,153,-339.04,1,0.0,-339.04,0,0
RAVET NGS,22814,Maharashtra,17327,-296.66,1,0.0,-296.66,0,0
RDC  Ghaziabad,98,UP,11109,-296.66,1,0.0,-296.66,0,0
REDHILLS NGS,22770,Tamil Nadu,155,-593.32,1,0.0,-593.32,0,0
RK road Ludhiana,20826,Punjab,115,-593.32,1,0.0,-593.32,0,0
RNAIPL AES,22182,Tamil Nadu,155,-84.76,1,0.0,-84.76,0,0
ROMSadarBazar solapur,20520,Maharashtra,17327,-550.94,1,0.0,-550.94,0,0
RR Nagar Mini,21288,Karnataka,153,-84.76,1,0.0,-84.76,0,0
RR Nagar NGS  Bangalore,905,Karnataka,153,-762.84,1,0.0,-762.84,0,0
RT Nagar  Bangalore  KA,228,Karnataka,153,-805.22,1,0.0,-805.22,0,0
RV Road OR Store,20552,Karnataka,153,-423.8,1,0.0,-423.8,0,0
Race Course  Baroda  Gujarat,159,Gujrat,171,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Raidurgam Next Gen Store  Telangana,834,Telangana,15136,-508.56000000000006,1,0.0,-508.56000000000006,0,0
Raja Bazar  Patna,99,Bihar,132,-1101.88,1,0.0,-1101.88,0,0
Rajamundry  Seemandhra,272,AndraPRadesh,151,-423.8,1,0.0,-423.8,0,0
Rajkot  Gujarat,139,Gujrat,171,-720.46,1,0.0,-720.46,0,0
Rajnagar Extension NGS,21944,UP,11109,-550.94,1,0.0,-550.94,0,0
Rajouri Garden  Delhi,211,Delhi,111,-805.22,1,0.0,-805.22,0,0
Rajpur Road  Dehradun,250,Uttarakhand,11705,-678.08,1,0.0,-678.08,0,0
Ram Murthy  Bangalore,122,Karnataka,153,-635.7,1,0.0,-635.7,0,0
Ramada  Jaipur,71,Rajasthan,176,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Ramanattukara NGS,21276,Kerala,154,-381.42,1,0.0,-381.42,0,0
Ramapuram Mini,21480,Tamil Nadu,155,-169.52,1,0.0,-169.52,0,0
Rameshwari Store,21323,Maharashtra,17327,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Ramna  Muzaffarpur  Bihar,191,Bihar,132,-1398.5400000000002,1,0.0,-1398.5400000000002,0,0
Ramnagar   Surat,460,Gujrat,171,-593.32,1,0.0,-593.32,0,0
Rana Enterprise HP,21493,HP,11202,0.0,1,0.0,0.0,0,1
Ranipur Mod  Haridwar,316,Uttarakhand,11705,-932.36,1,0.0,-932.36,0,0
Ranjit Tower  Bhopal  MP,245,Madhya Pradesh,172,-466.18,1,0.0,-466.18,0,0
Raonagar Hyderabad,434,Telangana,15136,-762.84,1,0.0,-762.84,0,0
Ravipuram AOR  Cochin,698,Kerala,154,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Reddiyarpalayam Mini,21067,Pondicherry,15534,-254.28000000000003,1,0.0,-254.28000000000003,0,0
Residency  Bangalore,853,Karnataka,153,-296.6600000000001,1,0.0,-296.6600000000001,0,0
Ridhi Siddhi  Jaipur,636,Rajasthan,176,-211.9,1,0.0,-211.9,0,0
Ring Road  Surat  GJ,174,Gujrat,171,-932.36,1,0.0,-932.36,0,0
Rishra Mini,21278,West Bengal,135,-42.38,1,0.0,-42.38,0,0
Rohini  Delhi,20,Delhi,111,-1737.5800000000002,1,0.0,-1737.5800000000002,0,0
Rohini Sec 24,20553,Delhi,111,-847.6,1,0.0,-847.6,0,0
Rohini sec 16,20554,Delhi,111,-889.98,1,0.0,-889.98,0,0
Rohini sector 28,21029,Delhi,111,-42.38,1,0.0,-42.38,0,0
Ropar Store,20908,Punjab,115,-339.04,1,0.0,-339.04,0,0
Rourkela  Odisha,152,Odisha,134,-932.36,1,0.0,-932.36,0,0
Royapuram  Chennai,589,Tamil Nadu,155,-3262.88,1,0.0,-3262.88,0,0
S S Communication JK,21506,JK,114,-296.66,1,0.0,-296.66,0,0
SAHARANPUR CHAWK,20599,Uttarakhand,11705,-339.04,1,0.0,-339.04,0,0
SANGAM CHOWK STORE,20790,Chattisgarh,17222,-169.52,1,0.0,-169.52,0,0
SECTOR 10  BHILAI STORE,20788,Chattisgarh,17222,-550.94,1,0.0,-550.94,0,0
SECTOR 4 7  GURGAON,20875,Haryana,11106,-423.8,1,0.0,-423.8,0,0
SEETHAMMADHARA Store,20550,AndraPRadesh,151,-339.04,1,0.0,-339.04,0,0
SHAHJAHANPUR,20865,UP,11109,-211.9,1,0.0,-211.9,0,0
SHEGAON NAKA AMRAVATI NGS,22803,Maharashtra,17327,-381.42,1,0.0,-381.42,0,0
SHESHADRIPURAM OR,20566,Karnataka,153,-296.66,1,0.0,-296.66,0,0
SHIMOGA OR2,20575,Karnataka,153,-720.46,1,0.0,-720.46,0,0
SMB Services,21556,Maharashtra,17327,-84.76,1,0.0,-84.76,0,0
SODEPUR MINI,21930,West Bengal,135,-84.76,1,0.0,-84.76,0,0
SS Enterprises JK,21526,JK,114,-84.76,1,0.0,-84.76,0,0
SUNDARAPURAM MINI,21392,Tamil Nadu,155,-42.38,1,0.0,-42.38,0,0
Sahakar Nagar  Bangalore,134,Karnataka,153,-508.56000000000006,1,0.0,-508.56000000000006,0,0
Sahara Mall  Gurgaon,3,Haryana,11106,-762.84,1,0.0,-762.84,0,0
Saharanpur  UP,278,UP,11109,-762.84,1,0.0,-762.84,0,0
Sai Baba Temple,21426,Karnataka,153,-84.76,1,0.0,-84.76,0,0
SaiBaba Colony OR,20545,Tamil Nadu,155,-211.9,1,0.0,-211.9,0,0
Sainath Telecom MUM,21560,Maharashtra,17327,-169.52,1,0.0,-169.52,0,0
Sakchi - Sagar Electronics  Jamshedpur,150,Jharkhand,13220,-1483.3000000000002,1,0.0,-1483.3000000000002,0,0
Saket   Delhi,421,Delhi,111,-593.32,1,0.0,-593.32,0,0
Saket Nagar  Indore  MP,147,Madhya Pradesh,172,-678.08,1,0.0,-678.08,0,0
Salem Gugai NGS,20881,Tamil Nadu,155,-296.66,1,0.0,-296.66,0,0
Salem NGS  Tamil Nadu,906,Tamil Nadu,155,-508.56000000000006,1,0.0,-508.56000000000006,0,0
Salem Tabri MINI OR Store,21462,Punjab,115,-211.9,1,0.0,-211.9,0,0
Sama Savli,21303,Gujrat,171,0.0,1,0.0,0.0,0,1
Sambalpur1AOR,20986,Odisha,134,-932.36,1,0.0,-932.36,0,0
Samshabad OR,20778,Telangana,15136,-466.18,1,0.0,-466.18,0,0
Sanganer  Diggi Road Rajasthan,256,Rajasthan,176,-1017.1200000000001,1,0.0,-1017.1200000000001,0,0
Sangareddy aor store,22812,Telangana,15136,-42.38,1,0.0,-42.38,0,0
Sangli Store,20932,Maharashtra,17327,-678.08,1,0.0,-678.08,0,0
Sanjay Palace  Agra  UP,165,UP,11109,-1271.4,1,0.0,-1271.4,0,0
Sanjaynagar OR,20585,Karnataka,153,-381.42,1,0.0,-381.42,0,0
Sanpada OR,20709,Maharashtra,17327,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Sanskriti OR,20528,Rajasthan,176,-1101.88,1,0.0,-1101.88,0,0
SantaCruz W  Mumbai,18,Maharashtra,17327,-508.56000000000006,1,0.0,-508.56000000000006,0,0
Santhome  Chennai,141,Tamil Nadu,155,-593.32,1,0.0,-593.32,0,0
Santosh Nagar OR,20779,Telangana,15136,-1186.64,1,0.0,-1186.64,0,0
Santoshpur Mini,21200,West Bengal,135,-42.38,1,0.0,-42.38,0,0
Sapna Sangeeta  Indore,529,Madhya Pradesh,172,-508.56000000000006,1,0.0,-508.56000000000006,0,0
Sarabha Nagar  Ludhiana  Punjab,96,Punjab,115,-169.52,1,0.0,-169.52,0,0
Sarakki  Bangalore,533,Karnataka,153,-593.32,1,0.0,-593.32,0,0
Sarat Bose Road  Kolkata,390,West Bengal,135,-84.76,1,0.0,-84.76,0,0
Saravanampatti  Coimbatore,899,Tamil Nadu,155,-550.94,1,0.0,-550.94,0,0
Sardarpura AOR  Udaipur,665,Rajasthan,176,-762.84,1,0.0,-762.84,0,0
Sarjapur  Bangalore,283,Karnataka,153,-508.56000000000006,1,0.0,-508.56000000000006,0,0
Sarojini Nagar  Delhi,240,Delhi,111,-466.18,1,0.0,-466.18,0,0
Sarthana Surat,402,Gujrat,171,-635.7,1,0.0,-635.7,0,0
Sasane Nagar OR,20806,Maharashtra,17327,-169.52,1,0.0,-169.52,0,0
Satara Road ROM,20519,Maharashtra,17327,-635.7,1,0.0,-635.7,0,0
Satara Store,20931,Maharashtra,17327,-339.04,1,0.0,-339.04,0,0
Satpur Store,21464,Maharashtra,17327,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Seawoods NGS Mumbai,884,Maharashtra,17327,-423.8,1,0.0,-423.8,0,0
Sec 16 Faridabad,20828,Haryana,11106,-254.28000000000003,1,0.0,-254.28000000000003,0,0
Sec 17 CHB Jodhpur,21273,Rajasthan,176,-211.9,1,0.0,-211.9,0,0
Sector 109 Gurgaon,20690,Haryana,11106,-211.9,1,0.0,-211.9,0,0
Sector 11 Rohini,21031,Delhi,111,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Sector 18  Noida,221,UP,11109,-1017.1200000000001,1,0.0,-1017.1200000000001,0,0
Sector 20  Panchkula,416,Haryana,11106,-381.42,1,0.0,-381.42,0,0
Sector 22  Chandigarh,25,Chandigarh,11504,-381.42,1,0.0,-381.42,0,0
Sector 22  Gurgaon,778,Haryana,11106,-678.08,1,0.0,-678.08,0,0
Sector 27D  Chandigarh,378,Chandigarh,11504,-2668.7400000000002,1,0.0,-2668.7400000000002,0,0
Sector 35C  Chandigarh,82,Chandigarh,11504,-2584.8,1,0.0,-2584.8,0,0
Sector 36 Greater Noida,21066,UP,11109,-169.52,1,0.0,-169.52,0,0
Sector 37-Faridabad,20643,Haryana,11106,-678.08,1,0.0,-678.08,0,0
Sector 50  Noida  UP,201,UP,11109,-1313.78,1,0.0,-1313.78,0,0
Sector 70 Mohali AOR,20508,Punjab,115,-296.66,1,0.0,-296.66,0,0
Sector 9  Rohini  Delhi,239,Delhi,111,-847.6,1,0.0,-847.6,0,0
Sector-10A  Gurgaon,319,Haryana,11106,-593.32,1,0.0,-593.32,0,0
Sector5 Salt Lake Kolkata,208,West Bengal,135,-2415.28,1,0.0,-2415.28,0,0
Serampore AOR,20963,West Bengal,135,-84.76,1,0.0,-84.76,0,0
Serilingampally  AOR,20618,Telangana,15136,-339.04,1,0.0,-339.04,0,0
Shahdhara  Delhi,362,Delhi,111,-2246.1400000000003,1,0.0,-2246.1400000000003,0,0
Shahpurnagar AOR,20609,Telangana,15136,-466.18,1,0.0,-466.18,0,0
Shalimar Bagh  Delhi,338,Delhi,111,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Sharma Infosys HP,21503,HP,11202,-169.52,1,0.0,-169.52,0,0
ShibpurAOR,20879,West Bengal,135,-42.38,1,0.0,-42.38,0,0
Shimla Lobby,366,HP,11202,-169.52,1,0.0,-169.52,0,0
Shimlapuri MINI OR Store,21269,Punjab,115,-42.38,1,0.0,-42.38,0,0
Shimoga  Karnataka,175,Karnataka,153,-720.46,1,0.0,-720.46,0,0
Shimpoli  Mumbai,265,Maharashtra,17327,-423.8,1,0.0,-423.8,0,0
Shingar Road  Ludhiana,582,Punjab,115,-381.42,1,0.0,-381.42,0,0
Shivaji nagar AOR,21143,Maharashtra,17327,-211.9,1,0.0,-211.9,0,0
Sholiganallur MINI,21230,Tamil Nadu,155,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Shorter Road Aor,20782,Kerala,154,-593.32,1,0.0,-593.32,0,0
Shree Sainath Sales Corporation ROM,21542,Maharashtra,17327,-805.22,1,0.0,-805.22,0,0
Shreya Enterprise,21597,Gujrat,171,0.0,1,0.0,0.0,0,1
Shri Thakkar Communication HP,21521,HP,11202,-42.38,1,0.0,-42.38,0,0
Shyambazar Mini,21889,West Bengal,135,-42.38,1,0.0,-42.38,0,0
Siddhartha Layout,21096,Karnataka,153,-42.38,1,0.0,-42.38,0,0
Sikar AOR  Rajasthan,934,Rajasthan,176,-720.46,1,0.0,-720.46,0,0
Siliguri SF Road AOR,20993,West Bengal,135,-84.76,1,0.0,-84.76,0,0
Simmakkal NGS,20802,Tamil Nadu,155,-889.98,1,0.0,-889.98,0,0
Sindhu Nagar RAJ,20649,Rajasthan,176,-84.76,1,0.0,-84.76,0,0
Sion  Mumbai,73,Maharashtra,17327,-1568.0600000000002,1,0.0,-1568.0600000000002,0,0
Siripur-BBSR,21945,Odisha,134,-339.04,1,0.0,-339.04,0,0
Sivakasi NGS,20978,Tamil Nadu,155,-42.38,1,0.0,-42.38,0,0
Somajiguda OR,20631,Telangana,15136,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Sonipat OR,20687,Haryana,11106,-635.7,1,0.0,-635.7,0,0
South-EX  Delhi,1,Delhi,111,-1229.02,1,0.0,-1229.02,0,0
Southbopal OR,20662,Gujrat,171,-211.9,1,0.0,-211.9,0,0
Southveli NGS,22776,Tamil Nadu,155,-211.9,1,0.0,-211.9,0,0
Spectrum House  Siliguri,74,West Bengal,135,-720.46,1,0.0,-720.46,0,0
Sr Nagar  Hyderabad,580,Telangana,15136,-805.22,1,0.0,-805.22,0,0
Srikakulam NGS,20901,AndraPRadesh,151,-42.38,1,0.0,-42.38,0,0
Srinivasnagar Bangalore,442,Karnataka,153,-550.94,1,0.0,-550.94,0,0
Stellar IT Park,21468,UP,11109,-42.38,1,0.0,-42.38,0,0
Store Adilabad NGS,22917,Telangana,15136,-169.52,1,0.0,-169.52,0,0
Store Bilaspur  Chattisgarh,912,Chattisgarh,17222,-169.52,1,0.0,-169.52,0,0
Store Hoshiarpur,699,Punjab,115,-423.8,1,0.0,-423.8,0,0
Store Jabalpur Civil Line,657,Madhya Pradesh,172,-762.84,1,0.0,-762.84,0,0
Store Jharsuguda,22841,Odisha,134,-211.9,1,0.0,-211.9,0,0
Store Moga,20893,Punjab,115,0.0,1,0.0,0.0,0,1
Store Platinum Plaza,20858,Madhya Pradesh,172,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Store palwal,20876,Haryana,11106,-593.32,1,0.0,-593.32,0,0
Subhash Chowk  Sonipat,380,Haryana,11106,-2754.3200000000006,1,0.0,-2754.3200000000006,0,0
Suchitra AOR,20757,Telangana,15136,-9703.500000000002,1,0.0,-9703.500000000002,0,0
Sunder Nagar AOR,20822,HP,11202,-42.38,1,0.0,-42.38,0,0
Sungam AOR Coimbatore,661,Tamil Nadu,155,-339.04,1,0.0,-339.04,0,0
Sunkadakatte OR,20583,Karnataka,153,-678.08,1,0.0,-678.08,0,0
Supertech Eco vill 1,20808,UP,11109,-381.42,1,0.0,-381.42,0,0
Surat  Gujarat,151,Gujrat,171,-593.32,1,0.0,-593.32,0,0
T Dasarahalli OR,20587,Karnataka,153,-762.84,1,0.0,-762.84,0,0
T TELECOM MUM,21563,Maharashtra,17327,-254.28000000000003,1,0.0,-254.28000000000003,0,0
THIRUMAZHISAI MINI,21415,Tamil Nadu,155,-169.52,1,0.0,-169.52,0,0
THODUPUZHA NGS,20801,Kerala,154,-42.38,1,0.0,-42.38,0,0
TIRUNELVELI NGS,20911,Tamil Nadu,155,-381.42,1,0.0,-381.42,0,0
TIRUPATHI 2 OR,20633,AndraPRadesh,151,-847.6,1,0.0,-847.6,0,0
TNagar AOR  Chennai,551,Tamil Nadu,155,-1017.1200000000001,1,0.0,-1017.1200000000001,0,0
TRIL IT Park  Chennai,372,Tamil Nadu,155,-42.38,1,0.0,-42.38,0,0
Tagorepark Mini,21199,West Bengal,135,-84.76,1,0.0,-84.76,0,0
Tambaram Mini,21113,Tamil Nadu,155,-508.56000000000006,1,0.0,-508.56000000000006,0,0
Tanuku AOR,20753,AndraPRadesh,151,-42.38,1,0.0,-42.38,0,0
Tapsya DDEL,21569,UP,11109,-42.38,1,0.0,-42.38,0,0
Tarnaka Telangana,829,Telangana,15136,-466.18,1,0.0,-466.18,0,0
Tavarekere,21378,Karnataka,153,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Tenali Store,22875,AndraPRadesh,151,-550.94,1,0.0,-550.94,0,0
Thakurpukur OR,20602,West Bengal,135,-211.9,1,0.0,-211.9,0,0
Thane  Naupada  Mumbai,37,Maharashtra,17327,-7372.9800000000005,1,0.0,-7372.9800000000005,0,0
Thane Hiranadani Estate,22847,Maharashtra,17327,-211.9,1,0.0,-211.9,0,0
Thane Kapur Bawadi,22834,Maharashtra,17327,-211.9,1,0.0,-211.9,0,0
Thane MK Plaza,20668,Maharashtra,17327,-211.9,1,0.0,-211.9,0,0
Thane West Vartak Nagar,22849,Maharashtra,17327,-381.42,1,0.0,-381.42,0,0
Thanisandra Store,21234,Karnataka,153,-466.18,1,0.0,-466.18,0,0
Thanjavur NGS,20899,Tamil Nadu,155,0.0,1,0.0,0.0,0,1
Thennampalayam AOR,20823,Tamil Nadu,155,-254.28000000000003,1,0.0,-254.28000000000003,0,0
Thippasandra Bangalore,202,Karnataka,153,-381.42,1,0.0,-381.42,0,0
Thirumangalam Mini,21348,Tamil Nadu,155,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Thiruporur MINI,21229,Tamil Nadu,155,-42.38,1,0.0,-42.38,0,0
Thiruvanmiyoor  ECR Chennai,386,Tamil Nadu,155,-466.18,1,0.0,-466.18,0,0
Thiruvottriyur NGS,22796,Tamil Nadu,155,-381.42,1,0.0,-381.42,0,0
Thoppumpady AOR,20798,Kerala,154,-593.32,1,0.0,-593.32,0,0
Thrippunithura NGS,20799,Kerala,154,-42.38,1,0.0,-42.38,0,0
Thudiyalur NGS,20832,Tamil Nadu,155,-508.56000000000006,1,0.0,-508.56000000000006,0,0
Tilak Nagar  Nagpur,392,Maharashtra,17327,-381.42,1,0.0,-381.42,0,0
Tilakroad  Pune,15,Maharashtra,17327,-508.56000000000006,1,0.0,-508.56000000000006,0,0
Tirunelveli Court NGS,22838,Tamil Nadu,155,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Tiruppur PN ROAD NGS,20653,Tamil Nadu,155,-423.8,1,0.0,-423.8,0,0
Tirur NGS Store,22629,Kerala,154,-339.04,1,0.0,-339.04,0,0
Tobin Road OR,20697,West Bengal,135,-42.38,1,0.0,-42.38,0,0
Tolichowki  Hyderabad  Telangana,94,Telangana,15136,-889.98,1,0.0,-889.98,0,0
Tollygunge  Kolkata  WB,206,West Bengal,135,-84.76,1,0.0,-84.76,0,0
Tonk Road  Jaipur,148,Rajasthan,176,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Tri nagar mini,21306,Delhi,111,-169.52,1,0.0,-169.52,0,0
Trichy AOR,20530,Tamil Nadu,155,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Trichy KK Nagar NGS,21205,Tamil Nadu,155,-169.52,1,0.0,-169.52,0,0
Trichy NGS,20665,Tamil Nadu,155,-1483.3000000000002,1,0.0,-1483.3000000000002,0,0
Trimurti Chowk OR,20657,Maharashtra,17327,-169.52,1,0.0,-169.52,0,0
Triplicane  Chennai,284,Tamil Nadu,155,-1144.26,1,0.0,-1144.26,0,0
Tumkur  KA,193,Karnataka,153,-805.22,1,0.0,-805.22,0,0
Tumkur SIT Road Mini,21295,Karnataka,153,-42.38,1,0.0,-42.38,0,0
Tuticorin NGS,20896,Tamil Nadu,155,-211.9,1,0.0,-211.9,0,0
ULWE AOR,20955,Maharashtra,24127,-2669.5600000000004,1,0.0,-2669.5600000000004,0,0
URAPAKKAM OR,20966,Tamil Nadu,155,-762.84,1,0.0,-762.84,0,0
UTTARPARA MINI,22757,West Bengal,135,-84.76,1,0.0,-84.76,0,0
Udhana OR,20682,Gujrat,171,-635.7,1,0.0,-635.7,0,0
Udupi Regular OR,21424,Karnataka,153,-381.42,1,0.0,-381.42,0,0
Ulhasnagar  Thane,427,Maharashtra,17327,-678.08,1,0.0,-678.08,0,0
Undri store,20555,Maharashtra,17327,-84.76,1,0.0,-84.76,0,0
Uppal AOR,20855,Telangana,15136,-720.46,1,0.0,-720.46,0,0
Urfan General Store JK,21512,JK,114,-466.18,1,0.0,-466.18,0,0
Uth Zone HP,21514,HP,11202,-42.38,1,0.0,-42.38,0,0
Uttrahali  Bangalore,103,Karnataka,153,-423.8,1,0.0,-423.8,0,0
VASCO NGS,22816,GOA,17330,-127.14000000000001,1,0.0,-127.14000000000001,0,0
VIDYA NAGAR HYD,20542,Telangana,15136,-678.08,1,0.0,-678.08,0,0
VIJAYANAGAR OR1,20568,Karnataka,153,-254.28000000000003,1,0.0,-254.28000000000003,0,0
VILLIVAKKAM MINI,21414,Tamil Nadu,155,-254.28000000000003,1,0.0,-254.28000000000003,0,0
VVComplex  Howrah,766,West Bengal,135,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Vaishali JT  Jaipur,49,Rajasthan,176,-550.94,1,0.0,-550.94,0,0
Valnecia Mangalore,21471,Karnataka,153,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Valsad OR,20684,Gujrat,171,-169.52,1,0.0,-169.52,0,0
Vanasthallipuram  Telangana,105,Telangana,15136,-932.36,1,0.0,-932.36,0,0
Vaniyambadi NGS,22813,Tamil Nadu,155,0.0,1,0.0,0.0,0,1
Vapi   Gujrat,504,Gujrat,171,-42.38,1,0.0,-42.38,0,0
Varanasi,21423,Karnataka,153,-211.9,1,0.0,-211.9,0,0
Varthur OR,20590,Karnataka,153,-762.84,1,0.0,-762.84,0,0
Vasai,508,Maharashtra,17327,-381.42,1,0.0,-381.42,0,0
Vasant Vihar OR,20648,Delhi,111,-508.56000000000006,1,0.0,-508.56000000000006,0,0
Vashi  Navi Mumbai,521,Maharashtra,17327,-84.76,1,0.0,-84.76,0,0
Vashi OR,20625,Maharashtra,17327,-2288.1400000000003,1,0.0,-2288.1400000000003,0,0
Vashi Sec 17  Navi Mumbai,871,Maharashtra,17327,-2500.0400000000004,1,0.0,-2500.0400000000004,0,0
VashiNGSCOCO,11722,Maharashtra,17327,0.0,1,0.0,0.0,0,1
Vasundhara Ghaziabad,20705,UP,11109,-211.9,1,0.0,-211.9,0,0
Vatika  Gurgaon  Haryana,187,Haryana,11106,-5084.84,1,0.0,-5084.84,0,0
Vatika Town Square sec 82 A  Manesar,599,Haryana,11106,-4957.700000000001,1,0.0,-4957.700000000001,0,0
Veera Desai  Mumbai,835,Maharashtra,17327,-42.38,1,0.0,-42.38,0,0
Veerappanchatram Mini,21331,Tamil Nadu,155,-381.42,1,0.0,-381.42,0,0
Velachery  Chennai,327,Tamil Nadu,155,-1144.26,1,0.0,-1144.26,0,0
Velachery NGS,20880,Tamil Nadu,155,-211.9,1,0.0,-211.9,0,0
Vellayambalam OR,20678,Kerala,154,-169.52,1,0.0,-169.52,0,0
Vellore AOR  Tamil Nadu,689,Tamil Nadu,155,-1271.4,1,0.0,-1271.4,0,0
Vesu Road  Surat,425,Gujrat,171,-381.42,1,0.0,-381.42,0,0
Vidhya Rana and Sons HP,21485,HP,11202,0.0,1,0.0,0.0,0,1
Vidyadhar Nagar  Rajasthan,199,Rajasthan,176,-254.28000000000003,1,0.0,-254.28000000000003,0,0
